time,xloc
98.22351,1784.7
99.0608,1784.1
99.89809000000001,1783.5
100.73538,1782.6
101.57267,1782.0
102.40996,1780.5
103.24725000000001,1779.3
104.08454,1778.4
104.92183,1777.5
105.75912,1776.3
106.59641,1775.1
107.4337,1774.2
108.27099,1773.3
109.10828000000001,1771.8
109.94557,1771.2
110.78286,1769.7
111.62015,1768.8
112.45744,1767.9
113.29473,1766.7
114.13202,1765.5
114.96931000000001,1764.6
115.8066,1763.1
116.64389,1762.2
117.48118,1761.6
118.31846999999999,1760.4
119.15576,1758.6
119.99305,1758.0
120.83034,1756.8
121.66763,1755.6
122.50492,1754.7
123.34221,1753.8
124.17949999999999,1752.6
125.01679,1751.4
125.85408,1750.5
